HS10,Description,SUPC,SUPC_Desc,naics,naics_mod,naics_desc,ioic,HS4,pci_2023
101210000,"Horses, live, pure-bred breeding",MPG112006,Other live animals,112920,112920,"HORSES AND ASSES, PUREBRED BREEDING, FEMALE",BS112A00,101,0.272
101290010,"Horses, live, for slaughter",MPG112006,Other live animals,112920,112920,"HORSES, FOR IMMEDIATE SLAUGHTER, LIVE, NESOI",BS112A00,101,0.272
101290020,Horses for racing,MPG112006,Other live animals,112920,112920,"HORSES, FOR IMMEDIATE SLAUGHTER, LIVE, NESOI",BS112A00,101,0.272
101290090,"Horses, live, other than pure-bred breeding, o/t for slaughter or racing,nes",MPG112006,Other live animals,112920,112920,"HORSES, LIVE, NESOI",BS112A00,101,0.272
101300000,"Asses, live",MPG112006,Other live animals,112920,112920,"ASSES, LIVE",BS112A00,101,0.272
101900000,"Mules and hinnies, live",MPG112006,Other live animals,112920,112920,"ASSES, LIVE",BS112A00,101,0.272
102210010,"Cattle, live, pure-bred breeding, dairy",MPG112001,Cattle and calves,11211X,112110,"BOVINES, PUREBRED BREEDING, DAIRY, MALE, LIVE",BS111CL0,102,-0.587
102210090,"Cattle, live, pure-bred breeding, o/t dairy, nes",MPG112001,Cattle and calves,11211X,112110,"CATTLE, LIVE, PUREBRED BREEDING, FEMALE, EXC DAIRY",BS111CL0,102,-0.587
102290010,"Cattle, live, dairy, other than pure-bred breeding",MPG112001,Cattle and calves,11211X,112110,"CATTLE, LIVE, PUREBRED BREEDING, FEMALE, EXC DAIRY",BS111CL0,102,-0.587
102290090,"Cattle, live, other than pure-bred breeding and other than dairy, nes",MPG112001,Cattle and calves,11211X,112110,"CATTLE, LIVE, PUREBRED BREEDING, FEMALE, EXC DAIRY",BS111CL0,102,-0.587
102310000,"Buffalo, live, pure-bred breeding",MPG112001,Cattle and calves,11211X,112110,"CATTLE, LIVE, FEMALE, WEIGHING GT=320 KG EA, NESOI",BS111CL0,102,-0.587
102390000,"Buffalo, live, other than pure-bred breeding",MPG112001,Cattle and calves,11211X,112110,"BUFFALO, LIVE, PUREBRED BREEDING, FEMALE EXC DAIRY",BS111CL0,102,-0.587
102900000,"Bovine, live, other than cattle and buffalo, nes",MPG112001,Cattle and calves,11211X,112110,"BOVINES, LIVE, OTHER THAN CATTLE OR BUFFALO",BS111CL0,102,-0.587
103100000,"Swine, live, pure-bred breeding",MPG112003,Hogs,11211X,112110,"BOVINES, LIVE, OTHER THAN CATTLE OR BUFFALO",BS111CL0,103,0.794
103910000,"Swine, live, o/t pure-bred breeding, weighing less than 50 kg",MPG112003,Hogs,11211X,112110,"BOVINES, LIVE, OTHER THAN CATTLE OR BUFFALO",BS111CL0,103,0.794
103920000,"Swine, live, o/t pure-bred breeding, weighing 50 kg or more",MPG112003,Hogs,112210,112210,"SWINE, LIVE, NESOI, WEIGHING 23 - 50 KG EACH",BS112A00,103,0.794
104100010,"Sheep, live, pure-bred breeding",MPG112006,Other live animals,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,104,-1.514
104100090,"Sheep, live, o/t pure-bred breeding",MPG112006,Other live animals,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,104,-1.514
104200010,"Goats, live, pure-bred breeding",MPG112006,Other live animals,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,104,-1.514
104200090,"Goats, live, o/t pure-bred breeding",MPG112006,Other live animals,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,104,-1.514
105111000,"Fowls of species Gallus domesticus, live, for breeding purposes,weighing <= 185g",MPG112005,Poultry,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,105,-0.512
105112100,"Fowls of species Gallus domesticus,live,broilers f dom production,wt <= 185g,w/a",MPG112005,Poultry,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,105,-0.512
105112200,"Fowls of species Gallus domesticus,live,broilers f dom production,wt <= 185g,o/a",MPG112005,Poultry,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,105,-0.512
105119000,"Fowls of the species Gallus domesticus, live, nes, weighing not more than 185 g",MPG112005,Poultry,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,105,-0.512
105121000,"Turkeys,live, domestic, for breeding,weighing not more than 185g",MPG112005,Poultry,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,105,-0.512
105129000,"Turkeys live, o/t breeding,weighing not more than 185g",MPG112005,Poultry,112210,112210,"SWINE, GT=50 KG EACH, LIVE, NESOI",BS112A00,105,-0.512
105131000,"Ducks, domestic, live, for breeding purposes, weighing <= 185 g",MPG112005,Poultry,1123XX,112300,"DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",BS112A00,105,-0.512
105139000,"Ducks, domestic, live, other than for breeding purposes, weighing <= 185 g, nes",MPG112005,Poultry,1123XX,112300,"DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",BS112A00,105,-0.512
105141000,"Geese, domestic, live, for breeding purposes, weighing <= 185 g",MPG112005,Poultry,1123XX,112300,"GEESE, LIVE, WEIGHING NOT MORE THAN 185 G EACH",BS112A00,105,-0.512
105149000,"Geese, domestic, live, other than for breeding purposes, weighing <= 185 g, nes",MPG112005,Poultry,1123XX,112300,"GEESE, LIVE, WEIGHING NOT MORE THAN 185 G EACH",BS112A00,105,-0.512
105151000,"Guinea fowls, domestic, live, for breeding purposes, weighing <= 185 g",MPG112005,Poultry,1123XX,112300,"GUINEA FOWLS, LIVE, WEIGHING LT=185 G EACH",BS112A00,105,-0.512
105159000,"Guinea fowls, domestic, live, o/t for breeding purposes, weighing <= 185g,nes",MPG112005,Poultry,1123XX,112300,"GUINEA FOWLS, LIVE, WEIGHING LT=185 G EACH",BS112A00,105,-0.512
105941011,"Fowls of species Gallus domesticus,live,f breed & started pullets,wt >185<2,000g",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105941012,"Fowls of species Gallus domesticus,live,f breeding & started pullets,wt > 2,000g",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105941020,"Fowls of the species Gallus domesticus, live, spent fowl",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105949110,"Fowls of the species Gallus domesticus, live, nes, weighing <= 2,000 g, w/a com",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105949120,"Fowls of the species Gallus domesticus, live, nes, weighing > 2,000 g, w/a com",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105949210,"Fowls of the species Gallus domesticus, live, nes, weighing <= 2,000 g, o/a com",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105949220,"Fowls of the species Gallus domesticus, live, nes, weighing > 2,000 g, o/a com",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105991100,"Turkeys, live, weighing more than 185 g, within access commitment",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105991200,"Turkeys, live, weighing more than 185 g, over access commitment",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
105999000,"Ducks, geese, and guinea fowl, domestic, live, weighing more than 185 g",MPG112005,Poultry,1123XX,112300,"LIVE CHICKENS, EACH WEIGHING 185 G OR MORE",BS112A00,105,-0.512
106110000,"Primates, live",MPG112006,Other live animals,112990,112990,"PRIMATES, LIVE",BS112A00,106,-1.126
106120000,"Whales, dolphins, porpoises, manatees, dugongs,seals,sea lions and walruses,live",MPG112006,Other live animals,112990,112990,"LIVE WHALES,DOLPHINS,PORPOISES,MANATEES & DUGONGS",BS112A00,106,-1.126
106130000,"Camels and other camelids, live",MPG112006,Other live animals,112990,112990,"CAMELS AND OTHER CAMELIDS (CAMELIDAE), LIVE",BS112A00,106,-1.126
106140000,"Rabbits and hares, live",MPG112006,Other live animals,112930,112930,"RABBITS AND HARES, LIVE",BS112A00,106,-1.126
106190010,"Mink, live",MPG112006,Other live animals,112930,112930,"RABBITS AND HARES, LIVE",BS112A00,106,-1.126
106190090,"Other mammals, live, nes",MPG112006,Other live animals,112930,112930,"RABBITS AND HARES, LIVE",BS112A00,106,-1.126
106200000,"Reptiles, including snakes and turtles, live",MPG112006,Other live animals,112990,112990,LIVE REPTILES (INCLUDING SNAKES AND TURTLES),BS112A00,106,-1.126
106310000,"Birds of prey, live",MPG112005,Poultry,112990,112990,"BIRDS OF PREY, LIVE",BS112A00,106,-1.126
106320000,"Psittaciformes, including parrots, parakeets, macaws and cockatoos, live",MPG112006,Other live animals,112990,112990,"LIVE PSITTACIFORME-PARROT,PARAKEET,MACAW,COCKATOO",BS112A00,106,-1.126
106330000,"Ostriches; emus, live",MPG112005,Poultry,112990,112990,"OSTRICHES; EMUS (DROMAIUS NOVAEHOLLANDIAE), LIVE",BS112A00,106,-1.126
106390010,"Pet or song birds, live",MPG112006,Other live animals,112990,112990,"BIRDS, LIVE, NESOI",BS112A00,106,-1.126
106390090,"Other birds, live, nes",MPG112005,Poultry,112990,112990,"BIRDS, LIVE, NESOI",BS112A00,106,-1.126
106410010,"Honey bees, live, not including queen bees",MPG112006,Other live animals,112910,112910,"BEES, LIVE",BS112A00,106,-1.126
106410020,"Queen bees, live",MPG112006,Other live animals,112910,112910,"BEES, LIVE",BS112A00,106,-1.126
106410090,"Live bees, other than honey or queen, nes",MPG112006,Other live animals,112910,112910,"BEES, LIVE",BS112A00,106,-1.126
106490000,"Insects, live, nes",MPG112006,Other live animals,112910,112910,"BEES, LIVE",BS112A00,106,-1.126
106900010,"Bait, live",MPG112006,Other live animals,112990,112990,"WORMS, LIVE",BS112A00,106,-1.126
106900020,"Amphibians, live",MPG112006,Other live animals,112990,112990,"BAIT (OTHER THAN WORMS), LIVE",BS112A00,106,-1.126
106900090,"Animals, live, nes",MPG112006,Other live animals,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,106,-1.126
201101010,"Veal, carcasses and half-carcasses, fresh or chilled, within access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201101090,"Bovine carcasses and half-carcasses, o/t veal,fresh or chilled,w/a commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201102010,"Veal, carcasses and half-carcasses, fresh or chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201102090,"Bovine carcasses and half-carcasses, o/t veal,fresh/chd, over access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201201010,"Veal cuts, bone in, fresh or chilled, within access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201201080,"Bovine cuts, bone in,processed,o/t veal, fresh/chilled, within access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201201093,"Bovine loin cuts, bone in, o/t veal or processed, fresh/chilled, w/a commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201201099,"Bovine cuts, bone in, o/t veal/processed, fresh/chd,within access commitment,nes",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201202010,"Veal cuts, bone in, fresh or chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201202030,"Bison cuts, bone in, fresh or chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201202091,"Bovine rib cuts, bone in, o/t veal/bison, fresh/chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201202093,"Bovine loin cuts, bone in, o/t veal/bison, fresh/chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201202099,"Bovine cuts, bone in, o/t veal/bison, fresh/chilled, over access commitment, nes",MPG311601,Fresh and frozen beef and veal,112990,112990,"ANIMALS, LIVE, NESOI",BS112A00,201,-0.548
201301010,"Veal cuts, boneless, fresh or chilled, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201301095,"Bovine loin cuts, boneless, o/t veal, fresh/chilled, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201301099,"Bovine cuts, boneless, o/t veal, fresh/chilled, within access commitment, nes",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302010,"Veal cuts, bonelesss, fresh or chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302050,"Bison cuts, bonelesss, fresh or chilled, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302060,"Bovine cuts, boneless, processed, o/t veal/bison, fresh/chilled, o/a commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302092,"Bovine chuck cuts,boneless,o/t veal/bison/processed,fresh/chilled,o/a commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302093,"Bovine rib cuts, boneless, o/t veal/bison/processed,fresh/chilled,o/a commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302094,"Bovine hip cuts, boneless, o/t veal/bison/processed,fresh/chilled,o/a commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302095,"Bovine loin cuts, boneless,o/t veal/bison/processed,fresh/chilled,o/a commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
201302099,"Bovine cuts,boneless, o/t veal/bison/processed, fresh/chilled,o/a commitment,nes",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",BS311600,201,-0.548
202101010,"Veal carcasses and half-carcasses, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202101090,"Bovine carcasses and half-carcasses, o/t veal, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202102010,"Veal carcasses and half-carcasses, frozen, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202102090,"Bovine carcasses and half-carcasses, o/t veal, frozen, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202201010,"Veal cuts, bone in, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202201090,"Bovine cuts, bone in, o/t veal, frozen, within access commitment, nes",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202202010,"Veal cuts, bone in, frozen, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202202030,"Bison cuts, bone in, frozen, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202202090,"Bovine cuts, bone in, o/t veal/bison, frozen, over access commitment, nes",MPG311601,Fresh and frozen beef and veal,311611,311611,ADDTL NOTE 3  BNLSS OTH THN BISON EXCPT PROCESSED,BS311600,202,-1.129
202301010,"Veal cuts, boneless, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301070,"Bovine cuts, boneless, processed, o/t veal, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301081,"Bovine forequarter, boneless, o/t veal/processed,frozen,within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301082,"Bovine hindquarter, boneless, o/t veal/processed,frozen,within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301095,"Bov eye/out/inside rnd,out flat,sirlion tip,boneless,o/t veal/procesd,fz,w/a com",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301096,"Bovine hip cuts, boneless, o/t veal/processed, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301097,"Bovine loin cuts, boneless, o/t veal/processed, frozen, within access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202301099,"Bovine cuts, boneless, o/t veal/processed, frozen, within access commitment, nes",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202302010,"Veal cuts, boneless, frozen, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202302050,"Bison cuts, boneless, frozen, over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202302095,"Bov eye/out/ins rnd,sirloin tip,etc,boneless,o/t veal/bison/processed,fz,o/a com",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202302097,"Bovine loin cuts,boneless,o/t veal/bison/processed,frozen,over access commitment",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
202302099,"Bovine cuts, boneless,o/t veal/bison/processed,frozen,over access commitment,nes",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",BS311600,202,-1.129
203110000,"Swine carcasses and half-carcasses, fresh or chilled",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203120000,"Hams, shoulders and cuts thereof, of swine, bone in, fresh or chilled",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203190010,"Swine spare ribs, fresh or chilled",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203190020,"Swine back ribs, fresh or chilled",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203190091,"Swine cuts, processed, fresh or chilled, nes",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203190099,"Swine cuts, fresh or chilled, nes",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203210000,"Swine carcasses and half-carcasses, frozen",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203220000,"Hams, shoulders and cuts thereof, of swine, bone in, frozen",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203290010,"Swine spare ribs, frozen",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203290020,"Swine back ribs, frozen",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
203290090,"Swine cuts, frozen, nes",MPG311602,Fresh and frozen pork,311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,203,0.548
204100000,"Lamb carcasses and half-carcasses, fresh or chilled",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,204,-1.341
204210000,"Sheep carcasses and half carcasses, o/t lamb, fresh or chilled",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,204,-1.341
204220000,"Sheep cuts, bone in, fresh or chilled",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT,BVINE BONELESS FRZN US NTE 3 EXC PRCSD, NESOI",BS311600,204,-1.341
204230000,"Sheep cuts, boneless, fresh or chilled",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS, BONE IN, NESOI, FRESH, CHILLED",BS311600,204,-1.341
204300000,"Lamb carcasses and half-carcasses, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS, BONE IN, NESOI, FRESH, CHILLED",BS311600,204,-1.341
204410000,"Sheep carcasses and half carcasses, o/t lamb, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS, BONE IN, NESOI, FRESH, CHILLED",BS311600,204,-1.341
204421000,"Lamb cuts, bone in, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS, BONE IN, NESOI, FRESH, CHILLED",BS311600,204,-1.341
204422000,"Mutton cuts, bone in, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS, BONE IN, NESOI, FRESH, CHILLED",BS311600,204,-1.341
204431000,"Lamb cuts, boneless, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,204,-1.341
204432000,"Mutton cuts, boneless, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,204,-1.341
204500000,"Goat meat, fresh, chilled or frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,204,-1.341
205000000,"Horse, ass, mule or hinny meat, fresh, chilled or frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,205,-0.233
206100000,"Bovine edible offal, fresh or chilled",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206210000,"Bovine tongues, edible offal, frozen",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206220000,"Bovine livers, edible offal, frozen",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206290000,"Bovine edible offal, frozen, nes",MPG311601,Fresh and frozen beef and veal,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206300000,"Swine, edible offal, fresh or chilled",MPG311602,Fresh and frozen pork,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206410000,"Swine livers, edible offal, frozen",MPG311602,Fresh and frozen pork,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206490000,"Swine, edible offal, frozen, nes",MPG311602,Fresh and frozen pork,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206800000,"Sheep, goats, horses, asses, mules or hinnies, edible offal, fresh or chilled",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
206900000,"Sheep, goats, horses, asses, mules or hinnies, edible offal, frozen",MPG311605,"Processed meat products, other miscellaneous meats and animal by-products",311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,206,-0.459
207111000,"Meat,of spent fowl of species Gallus domesticus,not cut in pieces,fresh/chilled",MPG311603,Fresh and frozen poultry of all types,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,207,-0.334
207119100,"Meat,of fowls of species Gallus domesticus,not cut in pieces,fr/chd,nes,w/a com",MPG311603,Fresh and frozen poultry of all types,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,207,-0.334
207119200,"Meat,of fowls of species Gallus domesticus,not cut in pieces,fr/chd,nes,o/a com",MPG311603,Fresh and frozen poultry of all types,311611,311611,"MEAT OF LAMB, CUTS WITH BONE IN, NESOI, FROZEN",BS311600,207,-0.334
