IndustryCode,Origin,Dest,tau_nodist,TEC,Desc
BS111A00,BC,BC,1,0.00%,#N/A
BS1114A0,BC,BC,1,0.00%,#N/A
BS112A00,BC,BC,1,0.00%, Animal Production
BS112500,BC,BC,1,0.00%, Animal Production
BS113000,BC,BC,1,0.00%, Forestry and Logging
BS114000,BC,BC,1,0.00%," Fishing, Hunting and Trapping"
BS115A00,BC,BC,1,0.00%, Support Activities for Forestry
BS115300,BC,BC,1,0.00%, Support Activities for Forestry
BS211110,BC,BC,1,0.00%, Oil and Gas Extraction
BS211140,BC,BC,1,0.00%, Non-Conventional Oil Extraction
BS212100,BC,BC,1,0.00%, Coal Mining
BS212210,BC,BC,1,0.00%, Iron Ore Mining
BS212220,BC,BC,1,0.00%, Iron Ore Mining
BS212230,BC,BC,1,0.00%, Gold and Silver Ore Mining
BS212290,BC,BC,1,0.00%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,BC,BC,1,0.00%, Stone Mining and Quarrying
BS212320,BC,BC,1,0.00%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,BC,BC,1,0.00%, Diamond Mining
BS21239A,BC,BC,1,0.00%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,BC,BC,1,0.00%, Diamond Mining
BS21311A,BC,BC,1,0.00%, Support Activities for Oil and Gas Extraction
BS21311B,BC,BC,1,0.00%, Support Activities for Oil and Gas Extraction
BS221100,BC,BC,1,0.00%," Electric Power Generation, Transmission and Distribution"
BS221200,BC,BC,1,0.00%," Electric Power Generation, Transmission and Distribution"
BS221300,BC,BC,1,0.00%, Natural Gas Distribution
BS23A000,BC,BC,1,0.00%, Residential Building Construction
BS23B000,BC,BC,1,0.00%, Non-Residential Building Construction
BS23C100,BC,BC,1,0.00%, Transportation Engineering Construction
BS23C200,BC,BC,1,0.00%, Oil and Gas Engineering Construction
BS23C300,BC,BC,1,0.00%, Electric Power Engineering Construction
BS23C400,BC,BC,1,0.00%, Communication Engineering Construction
BS23C500,BC,BC,1,0.00%, Other Engineering Construction
BS23D000,BC,BC,1,0.00%, Repair Construction
BS23E000,BC,BC,1,0.00%, Other Activities of the Construction Industry
BS311100,BC,BC,1,0.00%, Animal Food Manufacturing
BS311200,BC,BC,1,0.00%, Animal Food Manufacturing
BS311300,BC,BC,1,0.00%, Sugar and Confectionery Product Manufacturing
BS311400,BC,BC,1,0.00%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,BC,BC,1,0.00%, Dairy Product Manufacturing
BS311600,BC,BC,1,0.00%, Meat Product Manufacturing
BS311700,BC,BC,1,0.00%, Grain and Oilseed Milling
BS311800,BC,BC,1,0.00%, Grain and Oilseed Milling
BS311900,BC,BC,1,0.00%, Bakeries and Tortilla Manufacturing
BS312110,BC,BC,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,BC,BC,1,0.00%, Breweries
BS3121A0,BC,BC,1,0.00%, Wineries and Distilleries
BS312200,BC,BC,1,0.00%, Tobacco Manufacturing
BS31A000,BC,BC,1,0.00%, Textile and Textile Product Mills
BS31B000,BC,BC,1,0.00%, Clothing and Leather and Allied Product Manufacturing
BS321100,BC,BC,1,0.00%, Sawmills and Wood Preservation
BS321200,BC,BC,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,BC,BC,1,0.00%, Other Wood Product Manufacturing
BS322100,BC,BC,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,BC,BC,1,0.00%, Converted Paper Product Manufacturing
BS323000,BC,BC,1,0.00%, Printing and Related Support Activities
BS324110,BC,BC,1,0.00%, Petroleum Refineries
BS3241A0,BC,BC,1,0.00%, Petroleum Refineries
BS325100,BC,BC,1,0.00%, Basic Chemical Manufacturing
BS325200,BC,BC,1,0.00%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,BC,BC,1,0.00%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,BC,BC,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325500,BC,BC,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325600,BC,BC,1,0.00%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,BC,BC,1,0.00%, Other Chemical Product Manufacturing
BS326100,BC,BC,1,0.00%, Plastic Product Manufacturing
BS326200,BC,BC,1,0.00%, Rubber Product Manufacturing
BS327A00,BC,BC,1,0.00%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,BC,BC,1,0.00%, Rubber Product Manufacturing
BS331100,BC,BC,1,0.00%, Primary Metal Manufacturing
BS331200,BC,BC,1,0.00%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,BC,BC,1,0.00%, Steel Product Manufacturing from Purchased Steel
BS331400,BC,BC,1,0.00%, Alumina and Aluminum Production and Processing
BS331500,BC,BC,1,0.00%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,BC,BC,1,0.00%, Fabricated Metal Product Manufacturing
BS332A00,BC,BC,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,BC,BC,1,0.00%, Forging and Stamping
BS332400,BC,BC,1,0.00%, Architectural and Structural Metals Manufacturing
BS332500,BC,BC,1,0.00%, Hardware Manufacturing
BS332600,BC,BC,1,0.00%, Spring and Wire Product Manufacturing
BS332700,BC,BC,1,0.00%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,BC,BC,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,BC,BC,1,0.00%," Agricultural, construction and mining machinery manufacturing"
BS333200,BC,BC,1,0.00%, Industrial Machinery Manufacturing
BS333300,BC,BC,1,0.00%, Industrial Machinery Manufacturing
BS333400,BC,BC,1,0.00%, Commercial and Service Industry Machinery Manufacturing
BS333500,BC,BC,1,0.00%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,BC,BC,1,0.00%, Metalworking Machinery Manufacturing
BS333900,BC,BC,1,0.00%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,BC,BC,1,0.00%, Computer and Peripheral Equipment Manufacturing
BS334200,BC,BC,1,0.00%, Communications Equipment Manufacturing
BS334A00,BC,BC,1,0.00%, Semiconductor and Other Electronic Component Manufacturing
BS334400,BC,BC,1,0.00%, Semiconductor and Other Electronic Component Manufacturing
BS335100,BC,BC,1,0.00%, Semiconductor and Other Electronic Component Manufacturing
BS335200,BC,BC,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,BC,BC,1,0.00%, Electrical Equipment Manufacturing
BS335900,BC,BC,1,0.00%, Household Appliance Manufacturing
BS336110,BC,BC,1,0.00%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,BC,BC,1,0.00%, Heavy-Duty Truck Manufacturing
BS336200,BC,BC,1,0.00%, Motor Vehicle Body and Trailer Manufacturing
BS336310,BC,BC,1,0.00%, Motor Vehicle Parts Manufacturing
BS336320,BC,BC,1,0.00%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,BC,BC,1,0.00%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,BC,BC,1,0.00%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,BC,BC,1,0.00%, Motor Vehicle Brake System Manufacturing
BS336360,BC,BC,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,BC,BC,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,BC,BC,1,0.00%, Motor vehicle metal stamping
BS336400,BC,BC,1,0.00%, Aerospace Product and Parts Manufacturing
BS336500,BC,BC,1,0.00%, Railroad Rolling Stock Manufacturing
BS336600,BC,BC,1,0.00%, Ship and Boat Building
BS336900,BC,BC,1,0.00%, Other Transportation Equipment Manufacturing
BS337100,BC,BC,1,0.00%, Furniture and Related Product Manufacturing
BS337200,BC,BC,1,0.00%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,BC,BC,1,0.00%, Office Furniture (including Fixtures) Manufacturing
BS339100,BC,BC,1,0.00%, Miscelleneous Manufacturing
BS339900,BC,BC,1,0.00%, Medical Equipment and Supplies Manufacturing
BS411000,BC,BC,1,0.00%, Farm Product Wholesaler-Distributors
BS412000,BC,BC,1,0.00%, Farm Product Wholesaler-Distributors
BS413000,BC,BC,1,0.00%, Petroleum Product Wholesaler-Distributors
BS414000,BC,BC,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,BC,BC,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS416000,BC,BC,1,0.00%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,BC,BC,1,0.00%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,BC,BC,1,0.00%, Miscellaneous Wholesaler-Distributors
BS419000,BC,BC,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS441000,BC,BC,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS442000,BC,BC,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS443000,BC,BC,1,0.00%, Electronics and Appliance Stores
BS444000,BC,BC,1,0.00%, Electronics and Appliance Stores
BS445000,BC,BC,1,0.00%, Building material and garden equipment and supplies dealers
BS446000,BC,BC,1,0.00%, Health and Personal Care Stores
BS447000,BC,BC,1,0.00%, Health and Personal Care Stores
BS448000,BC,BC,1,0.00%, Gasoline Stations
BS451000,BC,BC,1,0.00%," Sporting goods, hobby, book and music stores"
BS452000,BC,BC,1,0.00%, General Merchandise Stores
BS453A00,BC,BC,1,0.00%, Miscellaneous store retailers
BS454000,BC,BC,1,0.00%, Miscellaneous store retailers
BS481000,BC,BC,1,0.00%, Non-Store Retailers
BS482000,BC,BC,1,0.00%, Rail Transportation
BS483000,BC,BC,1,0.00%, Water Transportation
BS484000,BC,BC,1,0.00%, Truck Transportation
BS485100,BC,BC,1,0.00%, Truck Transportation
BS48A000,BC,BC,1,0.00%, Urban Transit Systems
BS485300,BC,BC,1,0.00%, Urban Transit Systems
BS486A00,BC,BC,1,0.00%, Urban Transit Systems
BS486200,BC,BC,1,0.00%, Urban Transit Systems
BS488000,BC,BC,1,0.00%, Urban Transit Systems
BS491000,BC,BC,1,0.00%, Pipeline Transportation of Natural Gas
BS492000,BC,BC,1,0.00%, Couriers and Messengers
BS493000,BC,BC,1,0.00%, Warehousing and Storage
BS511110,BC,BC,1,0.00%, Information and Cultural Industries
BS5111A0,BC,BC,1,0.00%, Information and Cultural Industries
BS511200,BC,BC,1,0.00%, Information and Cultural Industries
BS5121A0,BC,BC,1,0.00%, Motion Picture and Sound Recording Industries
BS512130,BC,BC,1,0.00%, Motion Picture and Sound Recording Industries
BS512200,BC,BC,1,0.00%, Motion Picture and Video Exhibition
BS515100,BC,BC,1,0.00%, Radio and Television Broadcasting
BS515200,BC,BC,1,0.00%, Software Publishers
BS517000,BC,BC,1,0.00%, Pay and Specialty Television
BS518000,BC,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS519000,BC,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS521000,BC,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,BC,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS522130,BC,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS522200,BC,BC,1,0.00%, Local Credit Unions
BS522300,BC,BC,1,0.00%, Local Credit Unions
BS52A000,BC,BC,1,0.00%, Insurance Carriers
BS524100,BC,BC,1,0.00%, Insurance Carriers
BS524200,BC,BC,1,0.00%, Insurance Carriers
BS531100,BC,BC,1,0.00%, Lessors of Real Estate
BS531A00,BC,BC,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,BC,BC,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,BC,BC,1,0.00%, Owner-Occupied Dwellings
BS532A00,BC,BC,1,0.00%, Owner-Occupied Dwellings
BS533000,BC,BC,1,0.00%, Owner-Occupied Dwellings
BS541100,BC,BC,1,0.00%," Professional, Scientific and Technical Services"
BS541200,BC,BC,1,0.00%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,BC,BC,1,0.00%," Architectural, Engineering and Related Services"
BS541400,BC,BC,1,0.00%," Architectural, Engineering and Related Services"
BS541500,BC,BC,1,0.00%, Specialized Design Services
BS541600,BC,BC,1,0.00%, Specialized Design Services
BS541700,BC,BC,1,0.00%," Management, Scientific and Technical Consulting Services"
BS541800,BC,BC,1,0.00%," Advertising, Public Relations and Related Services"
BS541900,BC,BC,1,0.00%," Advertising, Public Relations, and Related Services"
BS551113,BC,BC,1,0.00%," Advertising, Public Relations, and Related Services"
BS561100,BC,BC,1,0.00%, Office administrative Services
BS561A00,BC,BC,1,0.00%, Services to Buildings and Dwellings
BS561300,BC,BC,1,0.00%, Office administrative Services
BS561400,BC,BC,1,0.00%, Business Support Services
BS561500,BC,BC,1,0.00%, Business Support Services
BS561600,BC,BC,1,0.00%, Travel Arrangement and Reservation Services
BS561700,BC,BC,1,0.00%, Investigation and Security Services
BS562000,BC,BC,1,0.00%, Waste Management and Remediation Services
BS610000,BC,BC,1,0.00%, Educational Services
BS621100,BC,BC,1,0.00%, Offices of Physicians
BS621200,BC,BC,1,0.00%, Offices of Dentists
BS621A00,BC,BC,1,0.00%, Offices of Dentists
BS623000,BC,BC,1,0.00%, Miscellaneous Ambulatory Health Care Services
BS624000,BC,BC,1,0.00%, Nursing and Residential Care Facilities
BS71A000,BC,BC,1,0.00%, Gambling Industries
BS713A00,BC,BC,1,0.00%," Arts, Entertainment and Recreation"
BS713200,BC,BC,1,0.00%," Arts, Entertainment and Recreation"
BS721100,BC,BC,1,0.00%, Traveller Accommodation
BS721A00,BC,BC,1,0.00%, Traveller Accommodation
BS722000,BC,BC,1,0.00%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
BS811100,BC,BC,1,0.00%, Repair and maintenance
BS811A00,BC,BC,1,0.00%, Automotive Repair and Maintenance
BS812A00,BC,BC,1,0.00%, Repair and Maintenance (except Automotive)
BS812200,BC,BC,1,0.00%, Repair and Maintenance (except Automotive)
BS812300,BC,BC,1,0.00%, Repair and Maintenance (except Automotive)
BS813000,BC,BC,1,0.00%, Dry Cleaning and Laundry Services
BS814000,BC,BC,1,0.00%, Professional and Similar Organizations
NP610000,BC,BC,1,0.00%, Non-Profit Education Services
NP621000,BC,BC,1,0.00%, Educational Services
NP624000,BC,BC,1,0.00%, Social Assistance
NP710000,BC,BC,1,0.00%," Arts, Entertainment and Recreation"
NP813100,BC,BC,1,0.00%, Religious Organizations
NP813A00,BC,BC,1,0.00%, Religious Organizations
NP999999,BC,BC,1,0.00%, Religious Organizations
GS611100,BC,BC,1,0.00%, Government Education Services
GS611200,BC,BC,1,0.00%, Elementary and Secondary Schools
GS611300,BC,BC,1,0.00%, Community Colleges and C.E.G.E.P.s
GS611A00,BC,BC,1,0.00%, Community Colleges and C.E.G.E.P.s
GS622000,BC,BC,1,0.00%, Hospitals
GS623000,BC,BC,1,0.00%, Nursing and Residential Care Facilities
GS911100,BC,BC,1,0.00%, Defence Services
GS911A00,BC,BC,1,0.00%, Other federal government services (except defence)
GS912000,BC,BC,1,0.00%, Other Provincial and Territorial Government Services
GS913000,BC,BC,1,0.00%, Other Municipal Government Services
GS914000,BC,BC,1,0.00%, Other Aboriginal Government Services
BS111A00,AB,BC,1,0.00%,#N/A
BS1114A0,AB,BC,1,0.00%,#N/A
BS112A00,AB,BC,1,0.00%, Animal Production
BS112500,AB,BC,1.158588054,15.86%, Animal Production
BS113000,AB,BC,1.057618842,5.76%, Forestry and Logging
BS114000,AB,BC,1.289008985,28.90%," Fishing, Hunting and Trapping"
BS115A00,AB,BC,1,0.00%, Support Activities for Forestry
BS115300,AB,BC,2.007811136,100.78%, Support Activities for Forestry
BS211110,AB,BC,1,0.00%, Oil and Gas Extraction
BS211140,AB,BC,1.036339388,3.63%, Non-Conventional Oil Extraction
BS212100,AB,BC,1.157846367,15.78%, Coal Mining
BS212210,AB,BC,1.066572172,6.66%, Iron Ore Mining
BS212220,AB,BC,1.033531502,3.35%, Iron Ore Mining
BS212230,AB,BC,1.044333263,4.43%, Gold and Silver Ore Mining
BS212290,AB,BC,1.060312516,6.03%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,AB,BC,1,0.00%, Stone Mining and Quarrying
BS212320,AB,BC,1,0.00%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,AB,BC,1.139984649,14.00%, Diamond Mining
BS21239A,AB,BC,1,0.00%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,AB,BC,1.069236878,6.92%, Diamond Mining
BS21311A,AB,BC,1,0.00%, Support Activities for Oil and Gas Extraction
BS21311B,AB,BC,1.098497371,9.85%, Support Activities for Oil and Gas Extraction
BS221100,AB,BC,1.105172169,10.52%," Electric Power Generation, Transmission and Distribution"
BS221200,AB,BC,2.825519244,182.55%," Electric Power Generation, Transmission and Distribution"
BS221300,AB,BC,1,0.00%, Natural Gas Distribution
BS23A000,AB,BC,1,0.00%, Residential Building Construction
BS23B000,AB,BC,1,0.00%, Non-Residential Building Construction
BS23C100,AB,BC,1,0.00%, Transportation Engineering Construction
BS23C200,AB,BC,1,0.00%, Oil and Gas Engineering Construction
BS23C300,AB,BC,1,0.00%, Electric Power Engineering Construction
BS23C400,AB,BC,1,0.00%, Communication Engineering Construction
BS23C500,AB,BC,1,0.00%, Other Engineering Construction
BS23D000,AB,BC,1,0.00%, Repair Construction
BS23E000,AB,BC,1.130836407,13.08%, Other Activities of the Construction Industry
BS311100,AB,BC,1.127703345,12.77%, Animal Food Manufacturing
BS311200,AB,BC,1,0.00%, Animal Food Manufacturing
BS311300,AB,BC,1,0.00%, Sugar and Confectionery Product Manufacturing
BS311400,AB,BC,1,0.00%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,AB,BC,1,0.00%, Dairy Product Manufacturing
BS311600,AB,BC,1,0.00%, Meat Product Manufacturing
BS311700,AB,BC,1,0.00%, Grain and Oilseed Milling
BS311800,AB,BC,1.084504933,8.45%, Grain and Oilseed Milling
BS311900,AB,BC,1,0.00%, Bakeries and Tortilla Manufacturing
BS312110,AB,BC,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,AB,BC,1.033715297,3.37%, Breweries
BS3121A0,AB,BC,1,0.00%, Wineries and Distilleries
BS312200,AB,BC,1.170672201,17.07%, Tobacco Manufacturing
BS31A000,AB,BC,1,0.00%, Textile and Textile Product Mills
BS31B000,AB,BC,1,0.00%, Clothing and Leather and Allied Product Manufacturing
BS321100,AB,BC,1,0.00%, Sawmills and Wood Preservation
BS321200,AB,BC,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,AB,BC,1,0.00%, Other Wood Product Manufacturing
BS322100,AB,BC,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,AB,BC,1,0.00%, Converted Paper Product Manufacturing
BS323000,AB,BC,1,0.00%, Printing and Related Support Activities
BS324110,AB,BC,1,0.00%, Petroleum Refineries
BS3241A0,AB,BC,1,0.00%, Petroleum Refineries
BS325100,AB,BC,1.010470781,1.05%, Basic Chemical Manufacturing
BS325200,AB,BC,1.013881766,1.39%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,AB,BC,1,0.00%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,AB,BC,1.092007244,9.20%, Pharmaceutical and Medicine Manufacturing
BS325500,AB,BC,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325600,AB,BC,1,0.00%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,AB,BC,1,0.00%, Other Chemical Product Manufacturing
BS326100,AB,BC,1,0.00%, Plastic Product Manufacturing
BS326200,AB,BC,1,0.00%, Rubber Product Manufacturing
BS327A00,AB,BC,1,0.00%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,AB,BC,1,0.00%, Rubber Product Manufacturing
BS331100,AB,BC,1,0.00%, Primary Metal Manufacturing
BS331200,AB,BC,1,0.00%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,AB,BC,1,0.00%, Steel Product Manufacturing from Purchased Steel
BS331400,AB,BC,1,0.00%, Alumina and Aluminum Production and Processing
BS331500,AB,BC,1,0.00%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,AB,BC,1,0.00%, Fabricated Metal Product Manufacturing
BS332A00,AB,BC,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,AB,BC,1,0.00%, Forging and Stamping
BS332400,AB,BC,1,0.00%, Architectural and Structural Metals Manufacturing
BS332500,AB,BC,1,0.00%, Hardware Manufacturing
BS332600,AB,BC,1,0.00%, Spring and Wire Product Manufacturing
BS332700,AB,BC,1.056353456,5.64%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,AB,BC,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,AB,BC,1,0.00%," Agricultural, construction and mining machinery manufacturing"
BS333200,AB,BC,1,0.00%, Industrial Machinery Manufacturing
BS333300,AB,BC,1.035094549,3.51%, Industrial Machinery Manufacturing
BS333400,AB,BC,1,0.00%, Commercial and Service Industry Machinery Manufacturing
BS333500,AB,BC,1.03776391,3.78%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,AB,BC,1,0.00%, Metalworking Machinery Manufacturing
BS333900,AB,BC,1.113241413,11.32%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,AB,BC,1.424280665,42.43%, Computer and Peripheral Equipment Manufacturing
BS334200,AB,BC,1.243788243,24.38%, Communications Equipment Manufacturing
BS334A00,AB,BC,1.102527357,10.25%, Semiconductor and Other Electronic Component Manufacturing
BS334400,AB,BC,1.283512195,28.35%, Semiconductor and Other Electronic Component Manufacturing
BS335100,AB,BC,1.00454265,0.45%, Semiconductor and Other Electronic Component Manufacturing
BS335200,AB,BC,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,AB,BC,1,0.00%, Electrical Equipment Manufacturing
BS335900,AB,BC,1,0.00%, Household Appliance Manufacturing
BS336110,AB,BC,1.144817527,14.48%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,AB,BC,1.174339205,17.43%, Heavy-Duty Truck Manufacturing
BS336200,AB,BC,1,0.00%, Motor Vehicle Body and Trailer Manufacturing
BS336310,AB,BC,1.097861594,9.79%, Motor Vehicle Parts Manufacturing
BS336320,AB,BC,1.001336416,0.13%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,AB,BC,1.136235602,13.62%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,AB,BC,1.050024723,5.00%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,AB,BC,1.094926313,9.49%, Motor Vehicle Brake System Manufacturing
BS336360,AB,BC,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,AB,BC,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,AB,BC,1,0.00%, Motor vehicle metal stamping
BS336400,AB,BC,1.010680189,1.07%, Aerospace Product and Parts Manufacturing
BS336500,AB,BC,1,0.00%, Railroad Rolling Stock Manufacturing
BS336600,AB,BC,1,0.00%, Ship and Boat Building
BS336900,AB,BC,1.032504647,3.25%, Other Transportation Equipment Manufacturing
BS337100,AB,BC,1,0.00%, Furniture and Related Product Manufacturing
BS337200,AB,BC,1,0.00%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,AB,BC,1,0.00%, Office Furniture (including Fixtures) Manufacturing
BS339100,AB,BC,1,0.00%, Miscelleneous Manufacturing
BS339900,AB,BC,1.039000637,3.90%, Medical Equipment and Supplies Manufacturing
BS411000,AB,BC,1,0.00%, Farm Product Wholesaler-Distributors
BS412000,AB,BC,1.09169627,9.17%, Farm Product Wholesaler-Distributors
BS413000,AB,BC,1.043733492,4.37%, Petroleum Product Wholesaler-Distributors
BS414000,AB,BC,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,AB,BC,1.088964238,8.90%, Personal and Household Goods Wholesaler-Distributors
BS416000,AB,BC,1,0.00%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,AB,BC,1.110953788,11.10%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,AB,BC,1,0.00%, Miscellaneous Wholesaler-Distributors
BS419000,AB,BC,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS441000,AB,BC,1.771470311,77.15%," Wholesale electronic markets, and agents and brokers"
BS442000,AB,BC,2.138223999,113.82%," Wholesale electronic markets, and agents and brokers"
BS443000,AB,BC,1.573520481,57.35%, Electronics and Appliance Stores
BS444000,AB,BC,2.148559275,114.86%, Electronics and Appliance Stores
BS445000,AB,BC,1.872005214,87.20%, Building material and garden equipment and supplies dealers
BS446000,AB,BC,1.946778393,94.68%, Health and Personal Care Stores
BS447000,AB,BC,1.53818926,53.82%, Health and Personal Care Stores
BS448000,AB,BC,1.537089506,53.71%, Gasoline Stations
BS451000,AB,BC,1.857082787,85.71%," Sporting goods, hobby, book and music stores"
BS452000,AB,BC,1.678540277,67.85%, General Merchandise Stores
BS453A00,AB,BC,2.266535229,126.65%, Miscellaneous store retailers
BS454000,AB,BC,1.962872463,96.29%, Miscellaneous store retailers
BS481000,AB,BC,1.276805377,27.68%, Non-Store Retailers
BS482000,AB,BC,1.171439878,17.14%, Rail Transportation
BS483000,AB,BC,1,0.00%, Water Transportation
BS484000,AB,BC,1.114562213,11.46%, Truck Transportation
BS485100,AB,BC,1.863281429,86.33%, Truck Transportation
BS48A000,AB,BC,1.119756513,11.98%, Urban Transit Systems
BS485300,AB,BC,1,0.00%, Urban Transit Systems
BS486A00,AB,BC,1,0.00%, Urban Transit Systems
BS486200,AB,BC,1,0.00%, Urban Transit Systems
BS488000,AB,BC,1.086060751,8.61%, Urban Transit Systems
BS491000,AB,BC,1,0.00%, Pipeline Transportation of Natural Gas
BS492000,AB,BC,1.217281803,21.73%, Couriers and Messengers
BS493000,AB,BC,1,0.00%, Warehousing and Storage
BS511110,AB,BC,1.209863284,20.99%, Information and Cultural Industries
BS5111A0,AB,BC,1.155547955,15.55%, Information and Cultural Industries
BS511200,AB,BC,1.009169258,0.92%, Information and Cultural Industries
BS5121A0,AB,BC,1.351453962,35.15%, Motion Picture and Sound Recording Industries
BS512130,AB,BC,1.120145193,12.01%, Motion Picture and Sound Recording Industries
BS512200,AB,BC,1.023758658,2.38%, Motion Picture and Video Exhibition
BS515100,AB,BC,1.436103115,43.61%, Radio and Television Broadcasting
BS515200,AB,BC,1.200933907,20.09%, Software Publishers
BS517000,AB,BC,1.913995516,91.40%, Pay and Specialty Television
BS518000,AB,BC,1.021995898,2.20%," Data Processing, Hosting, and Related Services"
BS519000,AB,BC,1.871072243,87.11%," Data Processing, Hosting, and Related Services"
BS521000,AB,BC,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,AB,BC,1.790366255,79.04%," Data Processing, Hosting, and Related Services"
BS522130,AB,BC,1.951073021,95.11%," Data Processing, Hosting, and Related Services"
BS522200,AB,BC,1.428619433,42.86%, Local Credit Unions
BS522300,AB,BC,1.153743726,15.37%, Local Credit Unions
BS52A000,AB,BC,1.318011321,31.80%, Insurance Carriers
BS524100,AB,BC,1.755075873,75.51%, Insurance Carriers
BS524200,AB,BC,1.145854744,14.59%, Insurance Carriers
BS531100,AB,BC,1.895042404,89.50%, Lessors of Real Estate
