IndustryCode,Origin,Dest,tau_nodist,TEC,Desc
BS448000,ON,NU,2.119089108,111.91%, Gasoline Stations
BS451000,ON,NU,2.504064386,150.41%," Sporting goods, hobby, book and music stores"
BS452000,ON,NU,1.854939035,85.49%, General Merchandise Stores
BS453A00,ON,NU,2.723042678,172.30%, Miscellaneous store retailers
BS454000,ON,NU,2.304148023,130.41%, Miscellaneous store retailers
BS481000,ON,NU,1.422485358,42.25%, Non-Store Retailers
BS482000,ON,NU,2.210906845,121.09%, Rail Transportation
BS483000,ON,NU,1.769568326,76.96%, Water Transportation
BS484000,ON,NU,1.825827013,82.58%, Truck Transportation
BS485100,ON,NU,2.445171556,144.52%, Truck Transportation
BS48A000,ON,NU,2.937977175,193.80%, Urban Transit Systems
BS485300,ON,NU,1.63738211,63.74%, Urban Transit Systems
BS486A00,ON,NU,2.168357944,116.84%, Urban Transit Systems
BS486200,ON,NU,3.615414712,261.54%, Urban Transit Systems
BS488000,ON,NU,1.793029635,79.30%, Urban Transit Systems
BS491000,ON,NU,1.642005709,64.20%, Pipeline Transportation of Natural Gas
BS492000,ON,NU,2.013399914,101.34%, Couriers and Messengers
BS493000,ON,NU,1.423728543,42.37%, Warehousing and Storage
BS511110,ON,NU,1.39653682,39.65%, Information and Cultural Industries
BS5111A0,ON,NU,1.093917933,9.39%, Information and Cultural Industries
BS511200,ON,NU,3.073572414,207.36%, Information and Cultural Industries
BS5121A0,ON,NU,3.361072357,236.11%, Motion Picture and Sound Recording Industries
BS512130,ON,NU,1.741166871,74.12%, Motion Picture and Sound Recording Industries
BS512200,ON,NU,2.751945966,175.19%, Motion Picture and Video Exhibition
BS515100,ON,NU,2.047750358,104.78%, Radio and Television Broadcasting
BS515200,ON,NU,5.361711845,436.17%, Software Publishers
BS517000,ON,NU,2.327557658,132.76%, Pay and Specialty Television
BS518000,ON,NU,1,0.00%," Data Processing, Hosting, and Related Services"
BS519000,ON,NU,1,0.00%," Data Processing, Hosting, and Related Services"
BS521000,ON,NU,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,ON,NU,2.197084944,119.71%," Data Processing, Hosting, and Related Services"
BS522130,ON,NU,2.33519724,133.52%," Data Processing, Hosting, and Related Services"
BS522200,ON,NU,2.166864875,116.69%, Local Credit Unions
BS522300,ON,NU,2.015979483,101.60%, Local Credit Unions
BS52A000,ON,NU,2.707077244,170.71%, Insurance Carriers
BS524100,ON,NU,2.766152198,176.62%, Insurance Carriers
BS524200,ON,NU,1.078551124,7.86%, Insurance Carriers
BS531100,ON,NU,2.501076565,150.11%, Lessors of Real Estate
BS531A00,ON,NU,1.663921278,66.39%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,ON,NU,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,ON,NU,1.430773554,43.08%, Owner-Occupied Dwellings
BS532A00,ON,NU,2.318092383,131.81%, Owner-Occupied Dwellings
BS533000,ON,NU,1,0.00%, Owner-Occupied Dwellings
BS541100,ON,NU,1,0.00%," Professional, Scientific and Technical Services"
BS541200,ON,NU,1,0.00%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,ON,NU,1,0.00%," Architectural, Engineering and Related Services"
BS541400,ON,NU,2.040578434,104.06%," Architectural, Engineering and Related Services"
BS541500,ON,NU,2.945924182,194.59%, Specialized Design Services
BS541600,ON,NU,1.503817828,50.38%, Specialized Design Services
BS541700,ON,NU,1,0.00%," Management, Scientific and Technical Consulting Services"
BS541800,ON,NU,1.32227961,32.23%," Advertising, Public Relations and Related Services"
BS541900,ON,NU,1.296198361,29.62%," Advertising, Public Relations, and Related Services"
BS551113,ON,NU,2.854304617,185.43%," Advertising, Public Relations, and Related Services"
BS561100,ON,NU,1,0.00%, Office administrative Services
BS561A00,ON,NU,1,0.00%, Services to Buildings and Dwellings
BS561300,ON,NU,3.466023517,246.60%, Office administrative Services
BS561400,ON,NU,1,0.00%, Business Support Services
BS561500,ON,NU,2.061800216,106.18%, Business Support Services
BS561600,ON,NU,1,0.00%, Travel Arrangement and Reservation Services
BS561700,ON,NU,1,0.00%, Investigation and Security Services
BS562000,ON,NU,2.668931269,166.89%, Waste Management and Remediation Services
BS610000,ON,NU,1,0.00%, Educational Services
BS621100,ON,NU,1,0.00%, Offices of Physicians
BS621200,ON,NU,1,0.00%, Offices of Dentists
BS621A00,ON,NU,1,0.00%, Offices of Dentists
BS623000,ON,NU,4.556224746,355.62%, Miscellaneous Ambulatory Health Care Services
BS624000,ON,NU,1,0.00%, Nursing and Residential Care Facilities
BS71A000,ON,NU,1.546980009,54.70%, Gambling Industries
BS713A00,ON,NU,2.047338732,104.73%," Arts, Entertainment and Recreation"
BS713200,ON,NU,3.1987586,219.88%," Arts, Entertainment and Recreation"
BS721100,ON,NU,2.125370763,112.54%, Traveller Accommodation
BS721A00,ON,NU,2.415189754,141.52%, Traveller Accommodation
BS722000,ON,NU,2.473883829,147.39%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
BS811100,ON,NU,2.042441767,104.24%, Repair and maintenance
BS811A00,ON,NU,1.915341856,91.53%, Automotive Repair and Maintenance
BS812A00,ON,NU,2.115199156,111.52%, Repair and Maintenance (except Automotive)
BS812200,ON,NU,1,0.00%, Repair and Maintenance (except Automotive)
BS812300,ON,NU,3.265811357,226.58%, Repair and Maintenance (except Automotive)
BS813000,ON,NU,2.650721182,165.07%, Dry Cleaning and Laundry Services
BS814000,ON,NU,1,0.00%, Professional and Similar Organizations
NP610000,ON,NU,5.048817785,404.88%, Non-Profit Education Services
NP621000,ON,NU,1,0.00%, Educational Services
NP624000,ON,NU,7.004928789,600.49%, Social Assistance
NP710000,ON,NU,2.069947003,106.99%," Arts, Entertainment and Recreation"
NP813100,ON,NU,3.019217687,201.92%, Religious Organizations
NP813A00,ON,NU,4.008490223,300.85%, Religious Organizations
NP999999,ON,NU,3.167512558,216.75%, Religious Organizations
GS611100,ON,NU,4.451181285,345.12%, Government Education Services
GS611200,ON,NU,3.294942746,229.49%, Elementary and Secondary Schools
GS611300,ON,NU,2.285095795,128.51%, Community Colleges and C.E.G.E.P.s
GS611A00,ON,NU,1,0.00%, Community Colleges and C.E.G.E.P.s
GS622000,ON,NU,2.371230016,137.12%, Hospitals
GS623000,ON,NU,5.51156443,451.16%, Nursing and Residential Care Facilities
GS911100,ON,NU,6.319110839,531.91%, Defence Services
GS911A00,ON,NU,2.88403485,188.40%, Other federal government services (except defence)
GS912000,ON,NU,3.668849104,266.88%, Other Provincial and Territorial Government Services
GS913000,ON,NU,3.09445098,209.45%, Other Municipal Government Services
GS914000,ON,NU,1,0.00%, Other Aboriginal Government Services
BS111A00,QC,NU,1,0.00%,#N/A
BS1114A0,QC,NU,1,0.00%,#N/A
BS112A00,QC,NU,1,0.00%, Animal Production
BS112500,QC,NU,6.561654468,556.17%, Animal Production
BS113000,QC,NU,1.950636369,95.06%, Forestry and Logging
BS114000,QC,NU,1,0.00%," Fishing, Hunting and Trapping"
BS115A00,QC,NU,1,0.00%, Support Activities for Forestry
BS115300,QC,NU,5.156589099,415.66%, Support Activities for Forestry
BS211110,QC,NU,1,0.00%, Oil and Gas Extraction
BS211140,QC,NU,1,0.00%, Non-Conventional Oil Extraction
BS212100,QC,NU,1,0.00%, Coal Mining
BS212210,QC,NU,1.28715949,28.72%, Iron Ore Mining
BS212220,QC,NU,1.34495286,34.50%, Iron Ore Mining
BS212230,QC,NU,1.306565151,30.66%, Gold and Silver Ore Mining
BS212290,QC,NU,1,0.00%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,QC,NU,1.146298722,14.63%, Stone Mining and Quarrying
BS212320,QC,NU,1.496900559,49.69%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,QC,NU,1.77990239,77.99%, Diamond Mining
BS21239A,QC,NU,1.601588129,60.16%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,QC,NU,2.156118966,115.61%, Diamond Mining
BS21311A,QC,NU,1,0.00%, Support Activities for Oil and Gas Extraction
BS21311B,QC,NU,1,0.00%, Support Activities for Oil and Gas Extraction
BS221100,QC,NU,2.77974004,177.97%," Electric Power Generation, Transmission and Distribution"
BS221200,QC,NU,2.931682306,193.17%," Electric Power Generation, Transmission and Distribution"
BS221300,QC,NU,1,0.00%, Natural Gas Distribution
BS23A000,QC,NU,1,0.00%, Residential Building Construction
BS23B000,QC,NU,1,0.00%, Non-Residential Building Construction
BS23C100,QC,NU,1,0.00%, Transportation Engineering Construction
BS23C200,QC,NU,1,0.00%, Oil and Gas Engineering Construction
BS23C300,QC,NU,1,0.00%, Electric Power Engineering Construction
BS23C400,QC,NU,1,0.00%, Communication Engineering Construction
BS23C500,QC,NU,1,0.00%, Other Engineering Construction
BS23D000,QC,NU,1,0.00%, Repair Construction
BS23E000,QC,NU,1.689424479,68.94%, Other Activities of the Construction Industry
BS311100,QC,NU,1.874986794,87.50%, Animal Food Manufacturing
BS311200,QC,NU,1.550710157,55.07%, Animal Food Manufacturing
BS311300,QC,NU,1.800881622,80.09%, Sugar and Confectionery Product Manufacturing
BS311400,QC,NU,2.817619009,181.76%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,QC,NU,3.542561853,254.26%, Dairy Product Manufacturing
BS311600,QC,NU,2.130025448,113.00%, Meat Product Manufacturing
BS311700,QC,NU,2.27993938,127.99%, Grain and Oilseed Milling
BS311800,QC,NU,2.014421889,101.44%, Grain and Oilseed Milling
BS311900,QC,NU,1.419877063,41.99%, Bakeries and Tortilla Manufacturing
BS312110,QC,NU,2.790319011,179.03%, Soft Drink and Ice Manufacturing
BS312120,QC,NU,5.563736147,456.37%, Breweries
BS3121A0,QC,NU,2.32362624,132.36%, Wineries and Distilleries
BS312200,QC,NU,1,0.00%, Tobacco Manufacturing
BS31A000,QC,NU,1.56578613,56.58%, Textile and Textile Product Mills
BS31B000,QC,NU,4.200360018,320.04%, Clothing and Leather and Allied Product Manufacturing
BS321100,QC,NU,1.271395722,27.14%, Sawmills and Wood Preservation
BS321200,QC,NU,1.210852332,21.09%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,QC,NU,1.199905938,19.99%, Other Wood Product Manufacturing
BS322100,QC,NU,1.219755485,21.98%," Pulp, Paper and Paperboard Mills"
BS322200,QC,NU,1.129349393,12.93%, Converted Paper Product Manufacturing
BS323000,QC,NU,1.661849599,66.18%, Printing and Related Support Activities
BS324110,QC,NU,1.195527818,19.55%, Petroleum Refineries
BS3241A0,QC,NU,1,0.00%, Petroleum Refineries
BS325100,QC,NU,1.060052594,6.01%, Basic Chemical Manufacturing
BS325200,QC,NU,1.224722544,22.47%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,QC,NU,1.343972452,34.40%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,QC,NU,1.546735934,54.67%, Pharmaceutical and Medicine Manufacturing
BS325500,QC,NU,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325600,QC,NU,1.086465558,8.65%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,QC,NU,1,0.00%, Other Chemical Product Manufacturing
BS326100,QC,NU,2.15561777,115.56%, Plastic Product Manufacturing
BS326200,QC,NU,2.145430621,114.54%, Rubber Product Manufacturing
BS327A00,QC,NU,1.504594382,50.46%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,QC,NU,1.102561348,10.26%, Rubber Product Manufacturing
BS331100,QC,NU,1.519405625,51.94%, Primary Metal Manufacturing
BS331200,QC,NU,1.164209764,16.42%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,QC,NU,1,0.00%, Steel Product Manufacturing from Purchased Steel
BS331400,QC,NU,1.516717471,51.67%, Alumina and Aluminum Production and Processing
BS331500,QC,NU,1.486550229,48.66%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,QC,NU,1.685838562,68.58%, Fabricated Metal Product Manufacturing
BS332A00,QC,NU,1.528631407,52.86%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,QC,NU,1.49706031,49.71%, Forging and Stamping
BS332400,QC,NU,1.166454193,16.65%, Architectural and Structural Metals Manufacturing
BS332500,QC,NU,2.457793631,145.78%, Hardware Manufacturing
BS332600,QC,NU,1.97253197,97.25%, Spring and Wire Product Manufacturing
BS332700,QC,NU,3.284859881,228.49%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,QC,NU,1.381194219,38.12%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,QC,NU,1.551815719,55.18%," Agricultural, construction and mining machinery manufacturing"
BS333200,QC,NU,1.34633878,34.63%, Industrial Machinery Manufacturing
BS333300,QC,NU,1.543696549,54.37%, Industrial Machinery Manufacturing
BS333400,QC,NU,1.980953114,98.10%, Commercial and Service Industry Machinery Manufacturing
BS333500,QC,NU,3.237260995,223.73%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,QC,NU,1.475437495,47.54%, Metalworking Machinery Manufacturing
BS333900,QC,NU,2.395961225,139.60%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,QC,NU,1.849884599,84.99%, Computer and Peripheral Equipment Manufacturing
BS334200,QC,NU,2.220523054,122.05%, Communications Equipment Manufacturing
BS334A00,QC,NU,1.985794586,98.58%, Semiconductor and Other Electronic Component Manufacturing
BS334400,QC,NU,2.283673927,128.37%, Semiconductor and Other Electronic Component Manufacturing
BS335100,QC,NU,2.406295444,140.63%, Semiconductor and Other Electronic Component Manufacturing
BS335200,QC,NU,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,QC,NU,2.758775717,175.88%, Electrical Equipment Manufacturing
BS335900,QC,NU,1.922895295,92.29%, Household Appliance Manufacturing
BS336110,QC,NU,1.429123109,42.91%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,QC,NU,1.615586429,61.56%, Heavy-Duty Truck Manufacturing
BS336200,QC,NU,1.596735029,59.67%, Motor Vehicle Body and Trailer Manufacturing
BS336310,QC,NU,1.742439041,74.24%, Motor Vehicle Parts Manufacturing
BS336320,QC,NU,2.64001507,164.00%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,QC,NU,1.600749107,60.07%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,QC,NU,2.273172581,127.32%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,QC,NU,2.335577798,133.56%, Motor Vehicle Brake System Manufacturing
BS336360,QC,NU,2.350099593,135.01%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,QC,NU,2.657305585,165.73%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,QC,NU,1.710083459,71.01%, Motor vehicle metal stamping
BS336400,QC,NU,1.398696465,39.87%, Aerospace Product and Parts Manufacturing
BS336500,QC,NU,1.252014486,25.20%, Railroad Rolling Stock Manufacturing
BS336600,QC,NU,1.250282401,25.03%, Ship and Boat Building
BS336900,QC,NU,1.319273881,31.93%, Other Transportation Equipment Manufacturing
BS337100,QC,NU,1.519907536,51.99%, Furniture and Related Product Manufacturing
BS337200,QC,NU,1.507866439,50.79%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,QC,NU,1.61259683,61.26%, Office Furniture (including Fixtures) Manufacturing
BS339100,QC,NU,1.954172068,95.42%, Miscelleneous Manufacturing
BS339900,QC,NU,1.96321614,96.32%, Medical Equipment and Supplies Manufacturing
BS411000,QC,NU,1.88933754,88.93%, Farm Product Wholesaler-Distributors
BS412000,QC,NU,1.410411189,41.04%, Farm Product Wholesaler-Distributors
BS413000,QC,NU,1.490984492,49.10%, Petroleum Product Wholesaler-Distributors
BS414000,QC,NU,1.279992453,28.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,QC,NU,1.647502586,64.75%, Personal and Household Goods Wholesaler-Distributors
BS416000,QC,NU,1.526850097,52.69%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,QC,NU,1.862055901,86.21%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,QC,NU,1.34967973,34.97%, Miscellaneous Wholesaler-Distributors
BS419000,QC,NU,1.441825677,44.18%," Wholesale electronic markets, and agents and brokers"
BS441000,QC,NU,3.100080281,210.01%," Wholesale electronic markets, and agents and brokers"
BS442000,QC,NU,4.179250776,317.93%," Wholesale electronic markets, and agents and brokers"
BS443000,QC,NU,3.134211917,213.42%, Electronics and Appliance Stores
BS444000,QC,NU,3.356037115,235.60%, Electronics and Appliance Stores
BS445000,QC,NU,4.744654378,374.47%, Building material and garden equipment and supplies dealers
BS446000,QC,NU,4.247489079,324.75%, Health and Personal Care Stores
BS447000,QC,NU,3.227669526,222.77%, Health and Personal Care Stores
BS448000,QC,NU,4.296192436,329.62%, Gasoline Stations
BS451000,QC,NU,3.714330969,271.43%," Sporting goods, hobby, book and music stores"
BS452000,QC,NU,3.683185567,268.32%, General Merchandise Stores
BS453A00,QC,NU,3.269428966,226.94%, Miscellaneous store retailers
BS454000,QC,NU,4.832616553,383.26%, Miscellaneous store retailers
BS481000,QC,NU,1.587312869,58.73%, Non-Store Retailers
BS482000,QC,NU,2.867433349,186.74%, Rail Transportation
BS483000,QC,NU,1.067744649,6.77%, Water Transportation
BS484000,QC,NU,2.524232361,152.42%, Truck Transportation
BS485100,QC,NU,2.584998564,158.50%, Truck Transportation
BS48A000,QC,NU,5.292523927,429.25%, Urban Transit Systems
BS485300,QC,NU,1.901972522,90.20%, Urban Transit Systems
BS486A00,QC,NU,3.269685044,226.97%, Urban Transit Systems
BS486200,QC,NU,1.949668297,94.97%, Urban Transit Systems
BS488000,QC,NU,1.700652842,70.07%, Urban Transit Systems
BS491000,QC,NU,5.134176291,413.42%, Pipeline Transportation of Natural Gas
BS492000,QC,NU,2.427033589,142.70%, Couriers and Messengers
BS493000,QC,NU,1.401453792,40.15%, Warehousing and Storage
BS511110,QC,NU,2.941640798,194.16%, Information and Cultural Industries
BS5111A0,QC,NU,1.739076035,73.91%, Information and Cultural Industries
BS511200,QC,NU,2.538484842,153.85%, Information and Cultural Industries
BS5121A0,QC,NU,3.807839769,280.78%, Motion Picture and Sound Recording Industries
BS512130,QC,NU,2.491009719,149.10%, Motion Picture and Sound Recording Industries
BS512200,QC,NU,2.771409578,177.14%, Motion Picture and Video Exhibition
BS515100,QC,NU,4.090371617,309.04%, Radio and Television Broadcasting
BS515200,QC,NU,3.910124714,291.01%, Software Publishers
BS517000,QC,NU,2.421749776,142.17%, Pay and Specialty Television
BS518000,QC,NU,5.173781292,417.38%," Data Processing, Hosting, and Related Services"
BS519000,QC,NU,1,0.00%," Data Processing, Hosting, and Related Services"
BS521000,QC,NU,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,QC,NU,2.786212575,178.62%," Data Processing, Hosting, and Related Services"
BS522130,QC,NU,3.139172151,213.92%," Data Processing, Hosting, and Related Services"
BS522200,QC,NU,2.052597606,105.26%, Local Credit Unions
BS522300,QC,NU,2.865537652,186.55%, Local Credit Unions
BS52A000,QC,NU,4.835645886,383.56%, Insurance Carriers
BS524100,QC,NU,3.970082395,297.01%, Insurance Carriers
BS524200,QC,NU,4.338083695,333.81%, Insurance Carriers
BS531100,QC,NU,3.910208429,291.02%, Lessors of Real Estate
BS531A00,QC,NU,3.127756235,212.78%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,QC,NU,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,QC,NU,1.657745619,65.77%, Owner-Occupied Dwellings
BS532A00,QC,NU,1.823017948,82.30%, Owner-Occupied Dwellings
BS533000,QC,NU,1,0.00%, Owner-Occupied Dwellings
BS541100,QC,NU,1,0.00%," Professional, Scientific and Technical Services"
BS541200,QC,NU,2.893905508,189.39%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,QC,NU,1.27292601,27.29%," Architectural, Engineering and Related Services"
BS541400,QC,NU,2.697509382,169.75%," Architectural, Engineering and Related Services"
BS541500,QC,NU,2.727805338,172.78%, Specialized Design Services
BS541600,QC,NU,1.541156596,54.12%, Specialized Design Services
BS541700,QC,NU,1,0.00%," Management, Scientific and Technical Consulting Services"
BS541800,QC,NU,1.543463032,54.35%," Advertising, Public Relations and Related Services"
BS541900,QC,NU,3.096495334,209.65%," Advertising, Public Relations, and Related Services"
BS551113,QC,NU,3.789079416,278.91%," Advertising, Public Relations, and Related Services"
BS561100,QC,NU,1,0.00%, Office administrative Services
BS561A00,QC,NU,1,0.00%, Services to Buildings and Dwellings
BS561300,QC,NU,7.219099155,621.91%, Office administrative Services
BS561400,QC,NU,1,0.00%, Business Support Services
BS561500,QC,NU,2.34790144,134.79%, Business Support Services
BS561600,QC,NU,1,0.00%, Travel Arrangement and Reservation Services
BS561700,QC,NU,1,0.00%, Investigation and Security Services
BS562000,QC,NU,1.577380876,57.74%, Waste Management and Remediation Services
BS610000,QC,NU,1,0.00%, Educational Services
BS621100,QC,NU,1,0.00%, Offices of Physicians
BS621200,QC,NU,1,0.00%, Offices of Dentists
BS621A00,QC,NU,1,0.00%, Offices of Dentists
BS623000,QC,NU,5.129813665,412.98%, Miscellaneous Ambulatory Health Care Services
BS624000,QC,NU,1,0.00%, Nursing and Residential Care Facilities
BS71A000,QC,NU,1.448240893,44.82%, Gambling Industries
BS713A00,QC,NU,1.865521967,86.55%," Arts, Entertainment and Recreation"
BS713200,QC,NU,3.514548474,251.45%," Arts, Entertainment and Recreation"
BS721100,QC,NU,2.937445342,193.74%, Traveller Accommodation
BS721A00,QC,NU,3.082122943,208.21%, Traveller Accommodation
BS722000,QC,NU,2.781041113,178.10%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
BS811100,QC,NU,3.914023058,291.40%, Repair and maintenance
BS811A00,QC,NU,2.833393514,183.34%, Automotive Repair and Maintenance
BS812A00,QC,NU,2.696326711,169.63%, Repair and Maintenance (except Automotive)
BS812200,QC,NU,5.472233296,447.22%, Repair and Maintenance (except Automotive)
BS812300,QC,NU,1.56827535,56.83%, Repair and Maintenance (except Automotive)
BS813000,QC,NU,2.636027174,163.60%, Dry Cleaning and Laundry Services
BS814000,QC,NU,1,0.00%, Professional and Similar Organizations
NP610000,QC,NU,6.733639457,573.36%, Non-Profit Education Services
NP621000,QC,NU,1,0.00%, Educational Services
NP624000,QC,NU,8.699884118,769.99%, Social Assistance
NP710000,QC,NU,1.773816681,77.38%," Arts, Entertainment and Recreation"
NP813100,QC,NU,4.078543326,307.85%, Religious Organizations
NP813A00,QC,NU,4.930919342,393.09%, Religious Organizations
NP999999,QC,NU,5.008535527,400.85%, Religious Organizations
GS611100,QC,NU,5.963501841,496.35%, Government Education Services
GS611200,QC,NU,5.994331843,499.43%, Elementary and Secondary Schools
GS611300,QC,NU,2.662629489,166.26%, Community Colleges and C.E.G.E.P.s
GS611A00,QC,NU,1,0.00%, Community Colleges and C.E.G.E.P.s
GS622000,QC,NU,2.843578915,184.36%, Hospitals
GS623000,QC,NU,6.652241978,565.22%, Nursing and Residential Care Facilities
GS911100,QC,NU,7.34202292,634.20%, Defence Services
GS911A00,QC,NU,2.432839966,143.28%, Other federal government services (except defence)
GS912000,QC,NU,3.808637051,280.86%, Other Provincial and Territorial Government Services
GS913000,QC,NU,2.83762958,183.76%, Other Municipal Government Services
GS914000,QC,NU,1,0.00%, Other Aboriginal Government Services
BS111A00,NB,NU,1,0.00%,#N/A
BS1114A0,NB,NU,1,0.00%,#N/A
BS112A00,NB,NU,1,0.00%, Animal Production
BS112500,NB,NU,1,0.00%, Animal Production
BS113000,NB,NU,4.367274952,336.73%, Forestry and Logging
BS114000,NB,NU,1,0.00%," Fishing, Hunting and Trapping"
BS115A00,NB,NU,1,0.00%, Support Activities for Forestry
BS115300,NB,NU,1,0.00%, Support Activities for Forestry
BS211110,NB,NU,1,0.00%, Oil and Gas Extraction
BS211140,NB,NU,1,0.00%, Non-Conventional Oil Extraction
BS212100,NB,NU,1,0.00%, Coal Mining
BS212210,NB,NU,1,0.00%, Iron Ore Mining
BS212220,NB,NU,1,0.00%, Iron Ore Mining
BS212230,NB,NU,1.565774692,56.58%, Gold and Silver Ore Mining
BS212290,NB,NU,1,0.00%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,NB,NU,1,0.00%, Stone Mining and Quarrying
BS212320,NB,NU,1,0.00%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,NB,NU,1,0.00%, Diamond Mining
BS21239A,NB,NU,1,0.00%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,NB,NU,1,0.00%, Diamond Mining
BS21311A,NB,NU,1,0.00%, Support Activities for Oil and Gas Extraction
BS21311B,NB,NU,1,0.00%, Support Activities for Oil and Gas Extraction
BS221100,NB,NU,1,0.00%," Electric Power Generation, Transmission and Distribution"
BS221200,NB,NU,1,0.00%," Electric Power Generation, Transmission and Distribution"
BS221300,NB,NU,1,0.00%, Natural Gas Distribution
BS23A000,NB,NU,1,0.00%, Residential Building Construction
BS23B000,NB,NU,1,0.00%, Non-Residential Building Construction
BS23C100,NB,NU,1,0.00%, Transportation Engineering Construction
BS23C200,NB,NU,1,0.00%, Oil and Gas Engineering Construction
BS23C300,NB,NU,1,0.00%, Electric Power Engineering Construction
BS23C400,NB,NU,1,0.00%, Communication Engineering Construction
BS23C500,NB,NU,1,0.00%, Other Engineering Construction
BS23D000,NB,NU,1,0.00%, Repair Construction
BS23E000,NB,NU,1,0.00%, Other Activities of the Construction Industry
BS311100,NB,NU,1,0.00%, Animal Food Manufacturing
BS311200,NB,NU,1.743446465,74.34%, Animal Food Manufacturing
BS311300,NB,NU,1,0.00%, Sugar and Confectionery Product Manufacturing
BS311400,NB,NU,1,0.00%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,NB,NU,1,0.00%, Dairy Product Manufacturing
BS311600,NB,NU,1,0.00%, Meat Product Manufacturing
BS311700,NB,NU,1,0.00%, Grain and Oilseed Milling
BS311800,NB,NU,1,0.00%, Grain and Oilseed Milling
BS311900,NB,NU,2.927117253,192.71%, Bakeries and Tortilla Manufacturing
BS312110,NB,NU,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,NB,NU,18.97156429,1797.16%, Breweries
BS3121A0,NB,NU,15.55980409,1455.98%, Wineries and Distilleries
BS312200,NB,NU,1,0.00%, Tobacco Manufacturing
BS31A000,NB,NU,1,0.00%, Textile and Textile Product Mills
BS31B000,NB,NU,1,0.00%, Clothing and Leather and Allied Product Manufacturing
BS321100,NB,NU,1,0.00%, Sawmills and Wood Preservation
BS321200,NB,NU,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,NB,NU,1,0.00%, Other Wood Product Manufacturing
BS322100,NB,NU,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,NB,NU,1.635516604,63.55%, Converted Paper Product Manufacturing
BS323000,NB,NU,1,0.00%, Printing and Related Support Activities
BS324110,NB,NU,1,0.00%, Petroleum Refineries
BS3241A0,NB,NU,1.345654617,34.57%, Petroleum Refineries
BS325100,NB,NU,1.215775159,21.58%, Basic Chemical Manufacturing
BS325200,NB,NU,1.680675399,68.07%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,NB,NU,1,0.00%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,NB,NU,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325500,NB,NU,1.546432881,54.64%, Pharmaceutical and Medicine Manufacturing
